Comment,Compound,Positive,Negative,Neutral
"Matt is a fantastic choice for the position. I totally agree with the President on this. 
As usual, and as expected, his choices are spot on and right on the money. 
Great choice Mr. President. 
Good luck to the both of you.",0.9468,0.319,0.0,0.681
"Why does everybody he picks, looks like a con man crook ?",0.3612,0.217,0.0,0.783
I am very very happy with Gaetz. He is a str8 G.,0.6453,0.322,0.0,0.678
Christ is King. His Kingdom will soon be established and all fake governments will be abolished. His Kingdom will be glorious,0.2732,0.16,0.118,0.722
Its afraid,0.0,0.0,0.0,1.0
"Matt tried to get FBI to show the whereabouts of the hunter Biden laptop containing child porn ,but they don't know where it is 🤣",0.0,0.0,0.0,1.0
"Gates is a good man, but a hog out of the swAmp would be better by that alone",0.5106,0.272,0.117,0.61
They were going to do what trump wants. What does Trump wan? Justice maybe 😊,0.5267,0.207,0.0,0.793
Next all false propaganda network  had to be out of business for lying and propaganda vs mr Trump   abc cbs msnbc cnn pbs scripps network   piss of garbage,-0.8442,0.0,0.296,0.704
This was Matt Gaetz chance to resign before the ethics committee released the report on him with underage females.  Don't be duped.  Do the research.  Gaetz is a horrible human.  Keeps great company with disgusting traitor convict draft dodger trump.,-0.2187,0.166,0.183,0.65
"Sweeping victory?
Biden beat Trump by a much greater margin in 2020.
This was far from huge.
BTW, Gaetz? Birds of a feather...",0.6322,0.214,0.0,0.786
YUP pick a guy that the swamp tried to lynch......👍👍👍👍👍👍💯💯💯💯💯you can hear the rat's squealing so you know it's got em riled up.....,0.0,0.0,0.0,1.0
"I hope most of these comments are foreign actor propaganda, because the alternative is entirely too depressing.",-0.2449,0.14,0.235,0.626
Its bs. None of these people should be in charge of us. Who wants to bet we will het poorer and magically they will all be rich.,0.2732,0.116,0.08,0.804
The media 😂😂 you remember the laptop,0.0,0.0,0.0,1.0
Boy are they shaking in their boots😂😂😂😂😂😂😂😂😂😂😂😂. Get em!!!!,-0.4344,0.0,0.264,0.736
Genius pick,0.0,0.0,0.0,1.0
Gaetz is a great choice,0.6249,0.577,0.0,0.423
The only good thing about this is that he is pro legalization of weed.,0.4404,0.182,0.0,0.818
Crooks working with crooks to crook Americans'!,0.0,0.0,0.0,1.0
Matt looks like a joker indeed😂,0.4588,0.571,0.0,0.429
God help us all,0.5859,0.706,0.0,0.294
a sexual predator as AG? What has america come down to 😂,0.0,0.0,0.0,1.0
Trump must appoint Gaetz as special counsel,0.4019,0.31,0.0,0.69
"Gaetz looks demonic, but he is one very smart guy. Knowledgeable, quick and articulate
So he got some sweet ass. Yawn.",0.5006,0.26,0.155,0.586
"YEAH, keep acting like this is all normal ABC. You're part the reason he's back in office because you, as a network, decided to report him like a normal candidate.  

So except for this comment I do not watch ABC/NBC or CBS and FOX propaganda, they're all the same.  Stroking MAGA and trump to the win.",0.8668,0.19,0.032,0.778
I have some reservations. We rejected him as Speaker of the House for a good reason.,-0.1027,0.159,0.181,0.659
He just looks cartoonishly evil.,-0.6597,0.0,0.524,0.476
I like how Trump picks people that were targeted by these same institutions. Making them experts in what needs to change. And a media (to the extent they have any viewers) will need to get their audience up to speed on all these controversies they ignored or helped create.,0.3182,0.09,0.045,0.864
"Trump did what the f-ing senate swamp rinos feared with this pick,he chose someone they hate as much as they hate Trump now they either prove they’re on board with the Trump agenda or are they going to side with their democrat buddies 😂",-0.891,0.0,0.209,0.791
The other attorney generals under trump underminned him and got him into the Mueller probe so yes he is going to want someone loyal.eric holder and Merrick Garland were both partisan hacks,0.5847,0.138,0.0,0.862
And the Fake news continues 😆🇺🇸,-0.4767,0.0,0.383,0.617
This is a joke right 😢,0.296,0.423,0.0,0.577
"Lisa Murkowski is a democrat that ran as a republican so she'd get elected anyway, so her position is zero suprise",0.0,0.0,0.0,1.0
everyone here seems to be forgetting Gaetz had sex with a 17 year old girl as a near 40 year old. politics aside that is truly disgusting,-0.128,0.099,0.116,0.785
"Trump appeared focused on compiling a team with two main criteria: complete devotion to him, and Israel.",0.6808,0.286,0.0,0.714
Isn’t this the same dude who got caught Sex trafficking a minor just 2 years ago?,0.0,0.0,0.0,1.0
Matt is the right pick,0.0,0.0,0.0,1.0
Dems are on thin ice.,0.0,0.0,0.0,1.0
Merrick Garland corrupt and now a sexual abuse for attorney general what's going on in America 💩💩💩💩💩💩💩💩💩💩💩💩,-0.6369,0.0,0.219,0.781
"😂😂😂 Next on the Trump Clown Show, SpongeBob will be appointed Chairman of the Joint Chiefs. 😅😅😅",0.0,0.0,0.0,1.0
Trump is getting yes men fixers to amass power in the executive branch and the people that put the tism in patriotism will applaud him for it.,0.6908,0.186,0.0,0.814
"There's nothing to it.  
The whole application is ""will you anything And everything trump wants without question?"" 
That's it.",0.0,0.0,0.0,1.0
"Oh.. I see.. ABC liberal controlled news. You guys are same as CNN. I hope your rating tank as well. You are disrespectful toward the man we overwhelmingly voted for President…your opinions are far left. By the way, Murkowski cheated because if RCV  … as a life long Alaskan I know this. You all remind mevif the “view”.",0.0516,0.085,0.082,0.833
These are the same clowns that told you Biden was fit to be president and that Kamala qualified to be president,0.3612,0.111,0.0,0.889
"Sorry, the fact that people are acting like Susie Wiles is effective restraining Trump when he said “they’re eating the cats and dogs” is laughable. She’s not restraining anything",0.6705,0.205,0.039,0.755
If you don't like someone slander them ?,-0.2755,0.0,0.26,0.74
Thats one hell of a five head.,-0.6808,0.0,0.479,0.521
Abc has zero clue.,0.0,0.0,0.0,1.0
Trump picked a guy for AG thats accused of sex trafficking.....yup sounds right. He is picking yes men to surround himself with so he has no boundaries. Trump aint leaving after 4 years. This is just the start.,-0.2415,0.067,0.116,0.818
"Trump alone, was never the problem.  THIS was always the problem.",0.3645,0.311,0.138,0.551
Both sides are insane.  Shits getting worse.,-0.836,0.0,0.69,0.31
Somebody flew over the cuckoo's nest!!😂,0.0,0.0,0.0,1.0
Matt Gaetz will be a wonderful Attorney General. He's incredibly smart.  Hes gone through hell from Merrit Garland.   Look what the Demoncrats have done to Trump.  These Demoncrats are evil.,-0.5118,0.164,0.221,0.614
Why didn't Trump appoint Jack The Ripper... Or Count Dracula The Impaler? Freddy Krueger?,0.0,0.0,0.0,1.0
Gaetz has got them scared. Totally great pick.,0.3597,0.33,0.218,0.451
I guarantee you Gaetz has dirt on Trump and vice versa,-0.1027,0.161,0.194,0.645
"If Gaetz exposes the corruption at the DOJ that would be a good thing. Biden Admin., weaponized the DOJ against so many Americans, time to expose the corruption.",0.2023,0.097,0.103,0.8
Matt is an excellent choice.,0.5719,0.481,0.0,0.519
"ah ha ha ha, oh boo hoo, we target people n then get mad wen they target us back. wah, wah, wah, it's not fair! u can't do that! only we can!",0.443,0.211,0.135,0.654
Nice view count dorks….. “Hugely” to pick the top cop to avoid an investigation… you are just dorks,0.2263,0.206,0.166,0.628
Now I know that our country is FUBAR!!!!,0.0,0.0,0.0,1.0
Trump is carrying out his promise (from after he lost in 2020) to destroy America. Unreal. Is there really nothing we can do to save our country from these power hungry idiots? All they are doing is pleasing Putin.,0.4767,0.183,0.119,0.698
"Gaetz is not going through the usual confirmation process. He's going to be AG thorough the ""recess appointment clause"". And y'all call yourself journalists LOL!",0.5893,0.137,0.0,0.863
This is false statements.,0.0,0.0,0.0,1.0
Matt Gaetz is the Anthony Weiner of Jeffrey Epsteins.,0.0,0.0,0.0,1.0
We shall see. 🙏💪♥️🇺🇸,0.0,0.0,0.0,1.0
Trump will finally ruin this great country… the end of USA,0.2675,0.276,0.215,0.509
Trump Is Treason,-0.4404,0.0,0.592,0.408
Lisa murkowski is a dem in gop clothing.,0.0,0.0,0.0,1.0
Why does he look like OG Max Payne in the thumbnail lmao,0.7506,0.39,0.0,0.61
Good pick All Bull Crap news,0.0772,0.305,0.274,0.421
"America is about to face the worst Administration in history of America, again",-0.6249,0.0,0.255,0.745
If there was any validity to the accusations against Gaetz surely they would have pounced on it! Like it or not the DOJ dismissal & the HEC's slow response leaves nothing else against him at this point! It's time to move forward & with all the lawfare the last 4 years I would think congress would be happy to move on as well! The rhinos will probably be glad to see him go anyway!,0.9196,0.188,0.028,0.784
Islam never meant for occupied Iran.,0.0,0.0,0.0,1.0
"This same story is reported the EXACT same way on every news outlet. For any senator that votes against Gates, or any of Trump's agenda,  imagine Donald Trump, Tucker Carlson, Candace Owens, and Joe Rogan railing and campaigning against you daily.",0.0,0.0,0.0,1.0
The people who think Matt Gaetz isn't qualified to be Attorney General are the same people who thought Kamala Harris was qualified to be President....lmao.,0.0,0.0,0.0,1.0
A great pick now watch for all the mystery women  to start showing up.,0.6249,0.255,0.0,0.745
BWAAAAAAAAA😂HAAHHAHAAAAAA😂😂😂!!!!!!,0.0,0.0,0.0,1.0
Trump please replace JB Pritzker we need a new uncorrupt government,0.3182,0.204,0.0,0.796
There needs to be a class action lawsuit against the media like The View and MSNBC! Their level of fear mongering is the equivalent of screaming fire in a movie theater! I would say it’s actually worse! Their viewers are suffering from Fake News Nervous Breakdowns! 😵‍💫,-0.9636,0.041,0.401,0.558
Goofy tunes 😂,0.0,0.0,0.0,1.0
"Hi ABC News. Please can you read the new educational book called 'The Replacement People of the Bible', and see what the rabbis and priests have been hiding for thousands of years about Prophet Muhammad being prophesied in the Old Testament. Also, how the Muslims got the West out of the Dark Ages, which the Western educational institutions are hiding from people.",-0.2732,0.035,0.067,0.898
Trump is a lame duck president,-0.4215,0.0,0.412,0.588
We do not care what the RINOS think.,-0.3875,0.0,0.273,0.727
Cabinet of slime balls.,0.0,0.0,0.0,1.0
This selection exposed early who may or may not   stand behind Trump's agenda.,-0.0772,0.0,0.098,0.902
Excellent Choice............,0.5719,0.787,0.0,0.213
I bet my life their sources are ANONYMOUS 🥴🥴🥴🥴🥴🥴🧂🧂🧂🧂🧂🧂🧂🧂🧂,0.0,0.0,0.0,1.0
PIZZA GATEZ😂,0.0,0.0,0.0,1.0
"DOJ set Matt Gaetz up because Gaetz went after Hunter Biden and his laptop. Yet the MSM gives the proven pervert Hunter a pass. Lawfare, extortion, blackmail are real at the DOJ",-0.5106,0.0,0.099,0.901
DISCUSSING 😡😠🤬,0.0,0.0,0.0,1.0
Please STOP perpetuating the be;lief that this woman will RESTRAIN A DAMN THING,-0.6207,0.13,0.36,0.509
🤡🤡🤡🤡🤡,0.0,0.0,0.0,1.0
Do you hear that noise? That’s the document shredders at Garland’s corrupt DOJ trying to destroy evidence of their crimes. 🤬,-0.5423,0.0,0.156,0.844
I'd bet it's a Koo just like it all was for Trump. Gates gets my vote,0.3612,0.152,0.0,0.848
DeSantis can control Gaetz,0.0,0.0,0.0,1.0
Trump had a right not fear he's being spied on by his ppl. Hus Presidency his choice. Deal with it,0.3875,0.127,0.0,0.873
Where I live in Alaska and as far as I'm concerned you can ignore whatever Lisa murkowski says. She's a Republican supposedly to votes against Republicans every session..,-0.3612,0.0,0.091,0.909
"HE IS PERFECT.  Need someone  fearless in that potion.. They are coming  at him with all guns blazing, and he can stand toe to toe with any of these corrupt  organizations!!! ITS EXACTLY  WHAT WAS VOTED FOR!!!",0.8591,0.195,0.0,0.805
He's so creepy looking,0.0,0.0,0.0,1.0
The people want revenge for the years of illegal activity from the democratic party and / or the left!!!,-0.7074,0.155,0.304,0.541
